,0
Ben Davies,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Julián Speroni,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Thibaut Courtois,"['\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
André Carrillo,"['not in squad', 'not in squad', '\xa0Yellow card suspension']"
Jay Rodríguez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Romelu Lukaku,"['not in squad', 'not in squad']"
Dejan Lovren,"['\xa0Eye Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Nick Pope,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Fraser Hornby,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Harry Maguire,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Solly March,"['not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad']"
Michael Folivi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lee Grant,[]
Harvey Barnes,[]
Ben Hamer,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', 'not in squad', 'With the 2nd team', '\xa0Head Injury']"
Tomas Kalas,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Unknown Injury']"
Sam McQueen,"['With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s']"
Kane Wilson,[]
Michail Antonio,"['\xa0Groin Strain', '\xa0Indirect card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Nathan Holland,"['International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad']"
Karl Darlow,"['not in squad', 'not in squad']"
Anders Lindegaard,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Tyrone Mings,"['\xa0Torn Knee Ligament', '\xa0Torn Knee Ligament', '\xa0Torn Knee Ligament', '\xa0Torn Knee Ligament', '\xa0Torn Knee Ligament', 'not in squad', 'not in squad', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'not in squad', '\xa0Torn Knee Ligament']"
David Ospina,"['\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'not in squad', '\xa0Back Injury', 'not in squad', 'not in squad', 'not in squad']"
Christian Kabasele,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury']"
Lukas Nmecha,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U18s']"
Jordon Mutch,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Brahim Díaz,"['not in squad', 'not in squad', 'With the U18s']"
Renato Sanches,"['\xa0Cold', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Cold', 'not in squad', '\xa0Hamstring Injury']"
Ángel Rangel,"['not in squad', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture']"
Joel Matip,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', 'not in squad']"
Ádám Bogdán,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Jesse Lingard,"['not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Angus Gunn,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team']"
Jordan Henderson,"['not in squad', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Raheem Sterling,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
James Collins,"['not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', 'not in squad']"
Ryan Inniss,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Max Sanders,[]
Ederson,"['not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Meniscal Injury']"
Jakob Haugaard,"['not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Tom Carroll,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Philipp Wollscheid,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Surgery', 'not in squad', '\xa0Adductor problems', '\xa0Adductor problems', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Adductor problems', 'not in squad', 'not in squad']"
Dwight McNeil,[]
Patrick van Aanholt,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']"
César Azpilicueta,[]
Mohamed Elneny,"['not in squad', 'not in squad', 'Called up to national team', 'International match', 'International match', 'Called up to national team', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'Called up to national team', 'not in squad', 'not in squad']"
Ola Aina,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad']"
Nya Kirby,[]
Rajiv van La Parra,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gerard Deulofeu,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nathan Trott,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U18s', 'not in squad', 'not in squad']"
Ryan Bertrand,"['not in squad', '\xa0Hamstring Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury']"
Niki Mäenpää,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad']"
Lewis Baker,['\xa0Red card suspension']
Kevin Wimmer,"['not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ben Mee,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Virgil van Dijk,"['\xa0Indirect card suspension', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', '\xa0Ankle Injury', 'not in squad', 'not in squad', '\xa0Ankle Injury']"
Jan Bednarek,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Dominic Calvert-Lewin,"['With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', 'With the U21s']"
Michael Hefele,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Roberto Firmino,"['\xa0Groin Strain', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad']"
Edimilson Fernandes,"['not in squad', 'not in squad', 'With the U21s', 'not in squad']"
Leon Britton,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Freddie Woodman,"['not in squad', 'not in squad', 'International match', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team']"
Matthew Lowton,"['\xa0Yellow card suspension', 'not in squad']"
Ibrahim Afellay,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'With the 2nd team', 'With the 2nd team', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Injury', '\xa0Knee Injury']"
Tashan Oakley-Boothe,"['International match', 'not in squad', 'International match', 'International match', 'International match', 'International match', 'With the 2nd team', 'With the 2nd team', 'International match', 'International match', 'With youth team', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad']"
Nikola Vlasic,"['not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Wayne Routledge,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
João Mário,"['not in squad', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Unknown Injury', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Eddie Nketiah,"['With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team']"
Kevin De Bruyne,"['\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Calf Injury']"
