0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Robert Lewandowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Patella problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Koziello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Ostrzolek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young-jae Seo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milot Rashica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkay Özcan,0,0,not in squad,not in squad,0,not in squad,not in squad,With the 2nd team,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,With the 2nd team,0,0,With the 2nd team,0,0,0,0,0,0,0
Kenan Kodro,0,0, Ankle problems, Ankle problems,not in squad,0,0,0,0,0,0,0,0,0, Calf muscle strain, Calf muscle strain, Calf muscle strain,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0
Rick van Drongelen,0,0,0, Bone edema, Bone edema, Bone edema, Bone edema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Brosinski,0,0,0,0,0,0,0,0,0,0,0,0,0, Ankle problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cold,0,0,0
Suat Serdar,0,0,0,0,0,0, Knock,0,0,0,0,0,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury
Lewis Holtby,0,0,0,0,0,0,0,0,0,0, Ill, Thigh Problems, Thigh Problems, Thigh Problems, Thigh Problems, Thigh Problems,0, Tear in a joint capsule,0,not in squad,0, Cold, laceration, laceration, laceration, laceration,0,0,0,0,0,0,0,0
Florian Hübner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0, Stretched Ligament, Stretched Ligament, Stretched Ligament,not in squad, Ankle problems, Ankle problems,0
Franck Evina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Süle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iver Fossum,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,With the 2nd team,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anto Grgic, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,not in squad,International match,With the 2nd team,0,0,International match,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jannes Horn,0,0,0,0,not in squad,not in squad,0,not in squad,0,0,0,0,not in squad,0,0,0,0, Ill,not in squad,not in squad,not in squad,0,0,0, Cold,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0
Noah Sarenren Bazee, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon,not in squad,not in squad,0,0,0, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Fitness, Fitness,0,0,0,0,0,not in squad,0, Ill
Jan-Niklas Beste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Ginczek, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems,0,0,0,0,0,0,0, Pulled hamstring at the adductors, Pulled hamstring at the adductors, Pulled hamstring at the adductors, Pulled hamstring at the adductors, Pulled hamstring at the adductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finn Dahmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artjoms Rudnevs,0,0,not in squad, Nose surgery, Nose surgery, Nose surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Samperio,not in squad,special leave,not in squad,0,0,not in squad,0,not in squad,not in squad,0,0,not in squad, Ankle problems,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Stendera, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,0, Ill, Fitness,0,0,0,0,not in squad,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0
Raúl Bobadilla,0,special leave,0,0,0,0,0, groin strain, groin strain, groin strain, groin strain, Fitness,not in squad,0,0,0,0, Pubitis, Pubitis, Pubitis,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,not in squad,not in squad,not in squad,not in squad
Charlison Benschop,0,With the 2nd team,With the 2nd team,not in squad,0,0,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,not in squad,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Ill, Ill,not in squad, Knee Problems, Knee Problems, Knee Problems, Knee Problems
Milos Pantovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendell,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0, Red card suspension, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0, Double Torn Ligament, Double Torn Ligament, Double Torn Ligament,0,0
Christian Clemens,not in squad,0,0,not in squad,0,0,not in squad, Influenza,0,0,0, Adductor problems, Adductor problems,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,not in squad,0,not in squad,0,0, Unknown Injury,not in squad,0,0
Jonas Hector,0,0,0, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear, Syndesmotic ligament tear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelson Fernandes,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Kleindienst,0,not in squad,0,0,0,not in squad, Minor Knock,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0, Knock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Ramalho,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Berggreen,not in squad,not in squad, Muscular problems, Muscular problems, Muscular problems, Muscular problems,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad, Thigh Problems,0,0,0,0,0,0,0,0,0,0,0,0, Tonsillitis, Tonsillitis, Tonsillitis,0,0,0, Muscular problems, Muscular problems, Muscular problems, Muscular problems
Mijat Gacinovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0
Pascal Stenzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cold,0,0, Problems with the hip flexor,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Franke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Insúa, laceration, laceration, laceration, laceration, laceration, laceration, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Gouaida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan-Axel Zagadou,0,0,0,0,0,0,0,0,0,0, Red card suspension,0,0, Minor Knock,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle,0
Tony Jantschke, Muscular problems, Muscular problems, Muscular problems, Muscular problems,0,0,0,0,0,0,0,0,0,0, Head Injury, Head Injury,0,0,0,0,0,0,not in squad, Bone Bruise,0,0,0,not in squad,0,0,0,0,0,0
Lucas Alario,0,0,No eligibility,No eligibility,No eligibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Red card suspension, Red card suspension, Red card suspension,0,0,0,0
Karim Guédé, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament,not in squad,not in squad,not in squad,0,not in squad,not in squad, Torn Ligament, Torn Ligament, Torn Ligament,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,0,0,0,0,not in squad
Marc Bartra,0,0,0, Adductor problems, Adductor problems,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahverdi Cetin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Akpoguma, Fitness, Fitness,With the 2nd team,With the 2nd team,With the 2nd team,0,With the 2nd team,not in squad,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Schuster,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0
Johannes Geis,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Richter,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,0,0,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,0,not in squad,not in squad,0, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury,0,0,0,0,0,0,0,0,0,0
Douglas Santos,not in squad,not in squad,0,0,0,0,0, Abdominal Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0
Takuma Asano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,0
Sebastian Rode, Torn Muscle Fibre, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Stress response of the bone, Groin Surgery, Groin Surgery, Groin Surgery, Groin Surgery, Groin Surgery, Groin Surgery, Groin Surgery, Groin Surgery
Ermin Bicakcic,0,0,0, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain, Fitness,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0, Adductor problems, Adductor problems, Adductor problems, Adductor problems,0,0,0
Coke,not in squad,not in squad,0,0,0,0, Tear in a joint capsule,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koen Casteels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Gouweleeuw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee, Ruptured intraarticular ligament initiation in knee,0,0,0,0,0,0,0
Dominik Kaiser,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,not in squad,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0
Yunus Malli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0
Manuel Schmiedebach,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Dominic Maroh,0,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,not in squad,0,0,0,0,0,0,0,0,0, Abdominal Influenza, Abdominal Influenza,0,0,0,0
Dennis Smarsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakery Jatta,With the 2nd team,0,0,0,0,0,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,With the 2nd team,0,0,0,0,0,0
Jean-Kévin Augustin,0,0,0,0, Knock,0,0,0,0,0, Thigh Muscle Strain,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Menzel,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team
Serge Gnabry,0, Tear in a joint capsule, Tear in a joint capsule, Tear in a joint capsule, Tear in a joint capsule,0, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain,0,0,0,0,0,0,0,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0, Torn muscle bundle, Torn muscle bundle
Julio Villalba,not in squad,not in squad,0,0,0,not in squad,not in squad, Finger Injury, Finger Injury, Finger Injury,0,not in squad,not in squad,0,0, Ill, Ill,not in squad,0,not in squad, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle
Sébastien Haller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Waldschmidt,0,0,0,0,0,0,not in squad,With the 2nd team,0,not in squad,0,0,0, Ill,0,0,0,0,not in squad,not in squad,0, Heel pain,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0
Sokratis,0,0,0,0,0,0,0,0, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension
Ishak Belfodil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special leave,0,0,0,0,0,0,0,0,0,0,0,not in squad
Robin Knoche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Wendt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion,0,0,0,0,0,0,0,0
Fabio Coltorti,not in squad,not in squad, Muscular problems, Muscular problems, Muscular problems,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Sandro Wagner, Rest ,0, Muscular problems,0,0,0,0,0,0,0,0,0,0, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Hradecky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hoogma,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,0
Marco Russ,0,0,0,0,0,0,0,0,0,0,0, Achilles tendon problems, Achilles tendon problems,0,0,0,0,0, Heel pain,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0
Yussuf Poulsen,0, Back trouble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick Gerhardt,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Fitness,0,0
Ömer Toprak,0,0,0,0,0,0,0,0, Thigh Muscle Strain, Thigh Muscle Strain,0, Knee Problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Adductor problems,0,0,0,0,0, Thigh muscle rupture
Benjamin Henrichs,0,0,0,0,0,0,0,0,0,0, Infection,0, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lászlo Bénes,0,0,0, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0, Foot surgery, Foot surgery, Foot surgery
Nicolas Wähling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Jung, Fitness, Fitness,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad, Torn ankle ligament, Torn ankle ligament, Torn ankle ligament, Torn ankle ligament, Torn ankle ligament, Torn ankle ligament, Fitness, Fitness, Fitness,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness, Calf Problems, Calf Problems, Calf Problems, Calf Problems, Calf Problems, Calf Problems, Calf Problems
Maurice Covic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caiuby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0
Franck Ribéry,0,0,0,0,0,0,0, Torn knee ligament, Torn knee ligament, Torn knee ligament, Torn knee ligament, Torn knee ligament, Torn knee ligament,0,0,0,0,0,0,0,0,0,0,0, Abdominal Influenza,0,0,0,0,0,0,not in squad, Toe Injury,0
Aron Jóhannsson,0,0,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,0,not in squad, Knee Problems, Knee Problems, Knee Problems,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Ankle Injury, Ankle Injury,0, Ankle problems, Ankle problems, Ankle problems
Timo Werner,0,0,0,0,0,0, Cervical spine injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Baumann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard Tekpetey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Salih Özcan,With the 2nd team,With the 2nd team,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,not in squad
Valentin Stocker,not in squad,0,0,0,0,0,0,not in squad,not in squad,0,not in squad, Torn Meniscus, Torn Meniscus, Torn Meniscus, Torn Meniscus, Torn Meniscus, Torn Meniscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Sierro,0,not in squad,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness,not in squad,not in squad,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,0,not in squad,not in squad
Sinan Kurt,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad
Jan-Ingwer Callsen-Bracker, Fitness, Fitness, Fitness, Fitness, Fitness,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,0,0,0,not in squad,not in squad,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijan Cavar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,International match,International match,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad
James Rodríguez, Hamstring Injury, Hamstring Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Rest , Calf Problems, Calf Problems, Calf Problems,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Zentner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, laceration, laceration, laceration,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad
Birk Risa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izet Hajrovic,not in squad,not in squad,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Pollersbeck,0,0,0,0,0,0,0,0,0,0, Influenza, Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralf Fährmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sven Ulreich,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Adductor problems, Adductor problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slobodan Medojevic, Bruise,not in squad,not in squad,not in squad,not in squad,not in squad,0, Calf Problems,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Günter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael Framberger,0,0, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems,not in squad, Knee Problems, Knee Problems,With the 2nd team,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury
Marlon Sündermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,With the 2nd team,not in squad,With the 2nd team,not in squad,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team
Andrii Yarmolenko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury,0,not in squad,0,0,0,not in squad
Alexander Meier, Infection, Infection, Infection, Infection, Infection, Infection, Infection, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,0,not in squad
