,0
Caiuby,"['\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Fitness', '\xa0Knee Surgery']"
David Abraham,"['\xa0Thigh Muscle Strain', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Yellow card suspension']"
Jorge Meré,"['not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Red card suspension', '\xa0Yellow card suspension', 'not in squad']"
Kevin Volland,"['\xa0Fractured Finger', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Back trouble', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre']"
Michy Batshuayi,['not in squad']
John Anthony Brooks,"['\xa0Adductor problems', '\xa0Adductor problems', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Torn Muscle Fibre', '\xa0Yellow card suspension']"
Simon Zoller,"['not in squad', 'not in squad', '\xa0Thigh Problems']"
Raphael Framberger,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad']"
Valentino Lazaro,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Manuel Akanji,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Jonas Meffert,"['\xa0Influenza', '\xa0Influenza', 'not in squad', 'With the 2nd team', '\xa0Muscular problems', 'With the 2nd team', '\xa0Influenza', '\xa0Influenza', '\xa0Influenza', 'not in squad', 'not in squad', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Knee Problems']"
Dominik Reimann,"['\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'International match', 'not in squad', 'International match']"
Fabio Coltorti,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Abdominal Influenza', 'not in squad']"
Sven Bender,"['\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Fitness', '\xa0Fitness', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Marrow bulge', '\xa0Fitness', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', 'Olympic games', '\xa0Marrow bulge', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', 'Olympic games']"
Thilo Kehrer,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Timothy Chandler,"['\xa0Red card suspension', '\xa0Yellow card suspension']"
Oliver Sorg,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0rupture of the timpanum']"
Wendell,"['\xa0Yellow card suspension', '\xa0Indirect card suspension', 'not in squad', '\xa0Red card suspension']"
Leo Weinkauf,"['\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros']"
Ishak Belfodil,"['\xa0Yellow card suspension', 'not in squad', '\xa0Nose surgery', '\xa0Nose surgery', '\xa0Nose surgery']"
William,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kai Havertz,"['With U19', 'With youth team', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With youth team', 'With U19', 'With youth team', 'special leave', 'With U19']"
Daniel Ginczek,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Tonsillitis', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', 'not in squad']"
Niklas Süle,"['\xa0Bruise', 'Olympic games']"
Benjamin Pavard,"['International match', '\xa0Ligament Problems', '\xa0Abdominal Influenza', 'not in squad', 'not in squad', 'not in squad']"
Mathew Leckie,"['\xa0Indirect card suspension', '\xa0Bruise', '\xa0Red card suspension', '\xa0Red card suspension']"
Taleb Tawatha,"['\xa0Inguinal Hernia', 'not in squad', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', 'not in squad', '\xa0Sprained ankle', '\xa0Ruptured ankle ligament', '\xa0Inguinal Hernia']"
Daniel Brosinski,['\xa0Yellow card suspension']
Ole Käuper,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad']"
Bjarne Thoelke,"['\xa0Ankle Injury', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Neven Subotic,"['\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery', 'With the 2nd team', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', '\xa0Surgery', '\xa0Surgery', '\xa0Surgery']"
Lucas Höler,['\xa0Yellow card suspension']
Lars Lukas Mai,"['\xa0Indirect card suspension', '\xa0Ill', 'With U19', 'special leave']"
Yannick Gerhardt,"['not in squad', '\xa0Yellow card suspension']"
Vincenzo Grifo,"['\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee']"
Vedad Ibisevic,"['\xa0Indirect card suspension', '\xa0Yellow card suspension']"
Yuya Osako,"['\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tonsillitis', 'not in squad']"
Vincent Koziello,"['not in squad', 'not in squad']"
Thore Jacobsen,"['not in squad', 'not in squad']"
Lukas Klostermann,"['\xa0Muscular problems', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'International match']"
Jonas Hector,['\xa0Yellow card suspension']
Simon Asta,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Milos Pantovic,"['not in squad', '\xa0Lumbar vertebrae problems', '\xa0Lumbar vertebrae problems', '\xa0Lumbar vertebrae problems', '\xa0Lumbar vertebrae problems', '\xa0Lumbar vertebrae problems', 'not in squad']"
Dominik Kaiser,[]
Mohamed Gouaida,"['not in squad', '\xa0Unknown Injury', 'not in squad', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Santiago Ascacíbar,"['International match', 'International match', '\xa0Yellow card suspension', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad']"
Finn Dahmen,[]
Felix Uduokhai,"['\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', 'not in squad', '\xa0Influenza', '\xa0Thigh Problems', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre']"
Alexandru Maxim,"['\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Robin Zentner,[]
Dennis Diekmeier,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension']"
Lucas Alario,"['not in squad', 'International match', 'not in squad', 'no information available']"
Daichi Kamada,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Max Kruse,"['\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Muscular problems']"
Vladimir Darida,"['\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', '\xa0Torn ankle ligament', 'not in squad', '\xa0Yellow card suspension', '\xa0Torn ankle ligament']"
Nicolas Wähling,"['not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension']"
Jacob Bruun Larsen,"['Olympic games', 'Olympic games', 'With the pros', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture', '\xa0Fatigue fracture']"
James Rodríguez,"['\xa0Muscular problems', 'not in squad', 'International match', '\xa0Muscle Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', '\xa0Foot Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury']"
Jonathan Klinsmann,[]
Manuel Neuer,"['\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Cals Sclerosis', '\xa0Metatarsal Fracture']"
Alexander Nübel,"['not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team']"
Leon Balogun,"['\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'With the 2nd team', '\xa0Indirect card suspension', 'not in squad', '\xa0Pulled hamstring at the adductors']"
Onur Bulut,"['\xa0Influenza', 'With the 2nd team', 'With the 2nd team', '\xa0Toe Injury']"
Lukas Hradecky,['\xa0Red card suspension']
Nico Elvedi,"['not in squad', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Back trouble', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', 'not in squad', '\xa0Pubis bone irritation']"
Janik Haberer,['\xa0Yellow card suspension']
Robert Lewandowski,"['\xa0Yellow card suspension', '\xa0Shoulder Injury']"
Victor Osimhen,"['\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury']"
Artjoms Rudnevs,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Cold', '\xa0Cold', '\xa0Nose surgery', '\xa0Nose surgery', '\xa0Nose surgery']"
Weston McKennie,"['\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture']"
Brady Scott,[]
Nico Schulz,"['With the 2nd team', 'not in squad', '\xa0Influenza', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad']"
Jan Morávek,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Adductor problems', 'not in squad', '\xa0Bruised Foot', '\xa0Bruised Foot', '\xa0Bruised Foot', '\xa0Bruised Foot', '\xa0Bruised Foot', '\xa0Bruised Foot', 'not in squad']"
Michael Langer,"['not in squad', 'not in squad']"
Mamadou Doucouré,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle']"
Aron Jóhannsson,"['\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Calf Problems', '\xa0Calf Problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Fitness']"
Noah Sarenren Bazee,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', 'not in squad', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Hip Injury']"
Philipp Köhn,"['not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad']"
Manuel Wintzheimer,"['\xa0Knee Surgery', 'not in squad']"
Jakub Blaszczykowski,"['\xa0Back trouble', '\xa0Knee Problems', '\xa0Adductor problems', '\xa0Adductor problems']"
Matthias Lehmann,"['\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Yellow card suspension', '\xa0Medial Collateral Ligament Tear']"
Nicolas Sessa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Leon Bätge,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad']"
Gonzalo Castro,"['\xa0Pulled hamstring at the adductors', '\xa0Muscular problems', '\xa0Bruised Rib', '\xa0Ill', '\xa0Yellow card suspension', '\xa0Pulled hamstring at the adductors', '\xa0Adductor problems']"
Marlon Frey,"['not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mike Frantz,"['\xa0Hip problems', '\xa0Bruised Foot', '\xa0Bruised Foot', '\xa0Hip problems', 'not in squad']"
Kevin Goden,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Maximilian Philipp,"['\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Muscular problems', '\xa0Yellow card suspension', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre']"
Johannes Bühler,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marko Pjaca,"['\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', 'not in squad', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Inflamed head of fibula', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury']"
Ermin Bicakcic,['not in squad']
Omar Mascarell,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems']"
Mergim Mavraj,"['\xa0Tendon crack', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Yellow card suspension']"
Diego Demme,['\xa0Influenza']
Reece Oxford,"['With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad']"
Ja-cheol Koo,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', '\xa0Ligament Injury', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury']"
Bakery Jatta,"['not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Ill', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team']"
Ondrej Duda,"['\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Fitness', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Minor Knock']"
Leon Bailey,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ill', '\xa0Ill', 'not in squad', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad']"
Karim Bellarabi,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle']"
Claudio Pizarro,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Thigh Problems', '\xa0Back trouble', '\xa0Muscle Injury']"
Nicolas Höfler,"['\xa0Yellow card suspension', '\xa0Minor Knock', '\xa0Flesh Wound', '\xa0Flesh Wound', '\xa0Flesh Wound', 'not in squad']"
Matti Steinmann,"['\xa0Yellow card suspension', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
