,Press_int,Tackles,Interceptions,Blocks_int,Completed Passes,Attempted Passes,Distance Passes,Carries_int,Distance Carries,0
6186,17.0,1.0,0.0,0.0,45.0,60.0,116.0,57.0,184.0,False
6187,25.0,2.0,3.0,2.0,62.0,73.0,195.0,62.0,171.0,False
6188,25.0,2.0,0.0,1.0,44.0,52.0,157.0,52.0,170.0,False
6189,22.0,2.0,1.0,0.0,58.0,69.0,153.0,47.0,105.0,False
6190,14.0,2.0,1.0,0.0,30.0,38.0,86.0,38.0,100.0,False
6191,14.0,3.0,2.0,1.0,26.0,38.0,151.0,31.0,88.0,False
6192,6.0,1.0,0.0,2.0,59.0,67.0,268.0,68.0,280.0,False
6193,11.0,0.0,1.0,0.0,46.0,55.0,226.0,49.0,93.0,False
6194,5.0,1.0,2.0,1.0,71.0,82.0,325.0,67.0,278.0,False
6195,9.0,1.0,1.0,0.0,51.0,54.0,253.0,58.0,170.0,True
6196,6.0,0.0,0.0,0.0,11.0,16.0,32.0,15.0,38.0,False
6197,14.0,0.0,1.0,2.0,60.0,66.0,147.0,55.0,88.0,False
6198,8.0,1.0,3.0,1.0,52.0,56.0,150.0,44.0,92.0,False
6199,20.0,2.0,1.0,2.0,40.0,50.0,213.0,50.0,122.0,False
6200,11.0,2.0,2.0,0.0,43.0,56.0,199.0,58.0,162.0,False
6201,8.0,2.0,0.0,2.0,58.0,74.0,214.0,60.0,244.0,False
6202,12.0,1.0,2.0,1.0,50.0,60.0,308.0,64.0,316.0,False
6203,2.0,0.0,0.0,0.0,16.0,18.0,96.0,18.0,40.0,False
6204,12.0,3.0,0.0,0.0,32.0,44.0,220.0,44.0,197.0,False
6207,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False
6208,2.0,0.0,1.0,2.0,8.0,11.0,34.0,10.0,133.0,False
6209,3.0,0.0,1.0,0.0,7.0,11.0,79.0,15.0,91.0,False
6210,5.0,1.0,1.0,0.0,8.0,12.0,43.0,7.0,56.0,False
6211,7.0,0.0,1.0,0.0,15.0,20.0,118.0,26.0,42.0,False
6212,12.0,0.0,0.0,0.0,12.0,21.0,59.0,22.0,102.0,False
6221,26.0,1.0,1.0,0.0,46.0,64.0,368.0,42.0,73.0,False
6222,14.0,3.0,3.0,1.0,62.0,80.0,241.0,51.0,106.0,False
6223,35.0,0.0,0.0,2.0,49.0,63.0,274.0,36.0,57.0,False
6224,31.0,0.0,2.0,0.0,41.0,56.0,173.0,42.0,55.0,False
6226,13.0,2.0,0.0,2.0,54.0,76.0,320.0,53.0,103.0,False
6227,10.0,3.0,0.0,4.0,66.0,83.0,342.0,52.0,83.0,False
6228,26.0,2.0,1.0,3.0,94.0,105.0,466.0,83.0,216.0,False
6229,22.0,3.0,0.0,2.0,55.0,64.0,246.0,46.0,64.0,False
6230,3.0,0.0,2.0,1.0,102.0,123.0,608.0,93.0,183.0,True
6231,17.0,1.0,1.0,0.0,73.0,88.0,430.0,72.0,115.0,False
6232,36.0,0.0,0.0,4.0,56.0,67.0,140.0,56.0,149.0,False
6233,1.0,0.0,0.0,0.0,7.0,9.0,5.0,6.0,7.0,False
6234,8.0,0.0,3.0,1.0,89.0,100.0,413.0,94.0,230.0,False
6235,8.0,1.0,1.0,2.0,94.0,111.0,481.0,93.0,392.0,False
6237,24.0,3.0,1.0,2.0,87.0,96.0,435.0,70.0,121.0,False
6238,3.0,0.0,0.0,0.0,10.0,11.0,51.0,9.0,22.0,True
6239,7.0,2.0,1.0,3.0,77.0,91.0,179.0,66.0,82.0,False
6240,40.0,3.0,0.0,1.0,19.0,23.0,165.0,17.0,49.0,False
6242,13.0,5.0,3.0,1.0,87.0,100.0,386.0,76.0,157.0,False
6244,23.0,2.0,1.0,1.0,77.0,92.0,457.0,67.0,202.0,False
6245,3.0,1.0,1.0,2.0,82.0,95.0,211.0,70.0,139.0,False
6246,9.0,3.0,1.0,4.0,56.0,70.0,183.0,53.0,97.0,False
6247,29.0,3.0,3.0,1.0,67.0,82.0,436.0,67.0,147.0,False
6248,7.0,1.0,2.0,4.0,59.0,68.0,547.0,48.0,96.0,False
6249,14.0,1.0,2.0,3.0,74.0,89.0,373.0,73.0,185.0,False
6250,5.0,1.0,1.0,0.0,32.0,36.0,137.0,27.0,44.0,False
6251,7.0,0.0,2.0,0.0,116.0,124.0,664.0,98.0,278.0,False
6252,13.0,1.0,0.0,3.0,43.0,49.0,198.0,49.0,86.0,False
6253,1.0,0.0,0.0,1.0,11.0,23.0,1.0,14.0,20.0,False
6255,6.0,0.0,0.0,0.0,8.0,13.0,0.0,14.0,60.0,False
6256,3.0,0.0,0.0,0.0,31.0,40.0,67.0,37.0,134.0,False
6258,1.0,0.0,0.0,0.0,3.0,6.0,26.0,7.0,49.0,False
6263,1.0,0.0,0.0,1.0,11.0,15.0,63.0,16.0,52.0,False
6264,17.0,1.0,2.0,1.0,27.0,42.0,168.0,39.0,179.0,False
6265,17.0,0.0,0.0,0.0,41.0,52.0,389.0,48.0,212.0,False
6266,22.0,0.0,0.0,1.0,30.0,43.0,195.0,40.0,119.0,False
6267,2.0,0.0,0.0,0.0,17.0,20.0,55.0,22.0,111.0,False
6268,28.0,0.0,2.0,4.0,21.0,36.0,165.0,22.0,60.0,False
6269,11.0,2.0,0.0,1.0,33.0,48.0,170.0,42.0,207.0,False
6270,4.0,0.0,2.0,2.0,37.0,52.0,335.0,42.0,324.0,False
6271,3.0,0.0,0.0,2.0,17.0,33.0,104.0,24.0,99.0,False
6272,6.0,0.0,0.0,1.0,31.0,42.0,176.0,32.0,132.0,False
6273,11.0,0.0,1.0,2.0,26.0,38.0,243.0,24.0,101.0,False
6274,8.0,1.0,0.0,2.0,31.0,48.0,188.0,36.0,71.0,False
6275,13.0,0.0,2.0,2.0,18.0,30.0,169.0,28.0,76.0,False
6276,2.0,1.0,1.0,1.0,24.0,35.0,104.0,30.0,95.0,False
6280,15.0,4.0,1.0,3.0,42.0,63.0,334.0,49.0,145.0,False
6281,8.0,0.0,0.0,0.0,32.0,47.0,297.0,35.0,199.0,False
6282,15.0,0.0,2.0,0.0,33.0,42.0,241.0,34.0,91.0,False
6283,19.0,0.0,0.0,1.0,38.0,53.0,329.0,40.0,167.0,False
6284,10.0,0.0,1.0,0.0,34.0,55.0,152.0,43.0,68.0,False
6285,14.0,1.0,1.0,2.0,29.0,45.0,321.0,34.0,244.0,False
6286,11.0,1.0,1.0,0.0,28.0,38.0,248.0,25.0,121.0,False
6287,6.0,0.0,0.0,2.0,4.0,8.0,22.0,7.0,32.0,False
6289,8.0,0.0,1.0,1.0,4.0,5.0,17.0,7.0,12.0,False
6291,2.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,9.0,False
6293,8.0,1.0,0.0,0.0,1.0,4.0,5.0,2.0,6.0,False
6295,5.0,0.0,0.0,1.0,4.0,6.0,27.0,2.0,0.0,False
6296,3.0,0.0,1.0,0.0,7.0,9.0,12.0,10.0,34.0,False
6297,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
6298,3.0,0.0,0.0,0.0,7.0,10.0,34.0,10.0,35.0,True
6301,3.0,0.0,0.0,0.0,11.0,14.0,28.0,11.0,67.0,False
6302,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,20.0,False
6303,6.0,0.0,0.0,1.0,14.0,17.0,71.0,25.0,136.0,False
6304,10.0,0.0,0.0,0.0,6.0,9.0,9.0,8.0,48.0,False
6305,18.0,0.0,3.0,0.0,35.0,45.0,126.0,46.0,278.0,False
6307,19.0,3.0,1.0,7.0,15.0,22.0,109.0,28.0,169.0,False
6308,7.0,0.0,1.0,4.0,16.0,24.0,97.0,31.0,136.0,False
6309,12.0,1.0,0.0,1.0,29.0,38.0,104.0,53.0,349.0,False
6310,5.0,0.0,1.0,3.0,15.0,22.0,22.0,22.0,54.0,False
6311,1.0,1.0,0.0,0.0,9.0,10.0,12.0,13.0,37.0,False
6312,9.0,1.0,0.0,1.0,2.0,5.0,9.0,6.0,1.0,False
6313,5.0,1.0,0.0,1.0,8.0,11.0,9.0,7.0,21.0,False
6314,15.0,1.0,1.0,4.0,12.0,20.0,98.0,23.0,67.0,False
6315,7.0,0.0,0.0,2.0,10.0,14.0,29.0,12.0,49.0,False
6316,32.0,1.0,0.0,2.0,17.0,28.0,90.0,26.0,74.0,False
6317,10.0,1.0,0.0,1.0,5.0,7.0,18.0,9.0,81.0,False
6318,3.0,0.0,0.0,0.0,7.0,10.0,9.0,10.0,21.0,False
6319,2.0,2.0,2.0,0.0,26.0,37.0,92.0,31.0,181.0,False
6320,5.0,1.0,1.0,1.0,10.0,18.0,88.0,18.0,68.0,False
6321,0.0,1.0,0.0,0.0,5.0,5.0,7.0,4.0,13.0,False
6322,9.0,1.0,0.0,2.0,18.0,24.0,105.0,20.0,34.0,False
6324,0.0,1.0,1.0,1.0,25.0,32.0,67.0,34.0,227.0,False
6330,16.0,2.0,2.0,3.0,33.0,50.0,268.0,30.0,81.0,False
6331,20.0,2.0,2.0,1.0,31.0,57.0,190.0,27.0,173.0,False
6333,4.0,1.0,0.0,1.0,12.0,14.0,29.0,12.0,147.0,False
6335,14.0,2.0,3.0,3.0,12.0,25.0,0.0,28.0,135.0,False
6337,7.0,0.0,0.0,1.0,8.0,10.0,19.0,9.0,39.0,False
6338,12.0,1.0,2.0,6.0,38.0,59.0,274.0,30.0,219.0,False
6339,14.0,2.0,1.0,4.0,45.0,65.0,314.0,38.0,162.0,False
6340,13.0,1.0,1.0,2.0,61.0,73.0,300.0,62.0,265.0,False
6341,21.0,1.0,0.0,1.0,20.0,31.0,44.0,24.0,111.0,False
6342,10.0,2.0,3.0,0.0,51.0,65.0,316.0,53.0,217.0,False
6343,0.0,0.0,0.0,0.0,3.0,6.0,34.0,6.0,26.0,False
6344,14.0,1.0,0.0,1.0,30.0,52.0,290.0,34.0,191.0,False
6345,13.0,1.0,2.0,1.0,44.0,51.0,350.0,41.0,154.0,False
6346,6.0,2.0,0.0,0.0,43.0,56.0,389.0,35.0,141.0,False
6347,11.0,0.0,4.0,1.0,29.0,50.0,211.0,37.0,86.0,False
6349,9.0,0.0,1.0,1.0,9.0,25.0,28.0,17.0,76.0,False
6350,12.0,1.0,0.0,1.0,48.0,70.0,285.0,48.0,404.0,False
6351,5.0,2.0,2.0,4.0,28.0,31.0,194.0,25.0,103.0,False
6352,11.0,0.0,2.0,1.0,55.0,75.0,534.0,45.0,171.0,True
6353,3.0,3.0,1.0,4.0,29.0,43.0,220.0,30.0,153.0,False
6354,15.0,3.0,1.0,3.0,57.0,78.0,390.0,65.0,262.0,False
6355,7.0,2.0,0.0,2.0,43.0,57.0,277.0,38.0,220.0,False
6356,13.0,1.0,0.0,4.0,41.0,59.0,217.0,44.0,197.0,False
6357,9.0,4.0,1.0,1.0,48.0,63.0,223.0,53.0,266.0,True
6358,3.0,1.0,1.0,5.0,27.0,36.0,232.0,24.0,73.0,False
6359,21.0,3.0,4.0,2.0,26.0,34.0,302.0,14.0,17.0,False
6360,15.0,4.0,2.0,1.0,52.0,73.0,347.0,42.0,70.0,False
6361,11.0,3.0,2.0,6.0,36.0,53.0,277.0,30.0,45.0,False
6362,12.0,2.0,2.0,0.0,41.0,51.0,270.0,42.0,122.0,False
6363,19.0,3.0,4.0,1.0,21.0,42.0,133.0,22.0,52.0,False
6364,23.0,5.0,2.0,4.0,40.0,53.0,341.0,36.0,199.0,False
6365,19.0,1.0,2.0,8.0,22.0,30.0,258.0,16.0,10.0,False
6366,4.0,6.0,1.0,2.0,49.0,61.0,337.0,46.0,99.0,False
6367,10.0,3.0,3.0,1.0,16.0,28.0,112.0,17.0,82.0,False
6368,26.0,1.0,6.0,1.0,59.0,74.0,531.0,51.0,111.0,False
6369,17.0,3.0,1.0,2.0,31.0,48.0,205.0,27.0,56.0,False
6370,2.0,0.0,0.0,2.0,49.0,62.0,333.0,45.0,59.0,False
6371,13.0,2.0,3.0,5.0,15.0,25.0,187.0,14.0,37.0,False
6372,10.0,3.0,1.0,3.0,12.0,24.0,131.0,13.0,29.0,False
6373,14.0,2.0,1.0,3.0,22.0,34.0,214.0,17.0,91.0,False
6374,11.0,3.0,2.0,5.0,26.0,39.0,234.0,24.0,19.0,False
6375,16.0,6.0,0.0,5.0,40.0,54.0,411.0,35.0,41.0,False
6376,16.0,2.0,2.0,2.0,29.0,48.0,220.0,24.0,34.0,False
6377,26.0,3.0,1.0,4.0,28.0,42.0,264.0,23.0,39.0,False
6378,6.0,0.0,0.0,5.0,36.0,49.0,246.0,39.0,69.0,False
6379,21.0,4.0,1.0,7.0,24.0,33.0,191.0,15.0,13.0,False
6380,30.0,3.0,4.0,4.0,39.0,55.0,310.0,31.0,59.0,False
6381,33.0,3.0,2.0,0.0,11.0,20.0,68.0,14.0,34.0,False
6382,31.0,1.0,4.0,5.0,25.0,34.0,155.0,27.0,81.0,False
6383,11.0,2.0,3.0,3.0,27.0,41.0,257.0,17.0,100.0,False
6384,12.0,2.0,1.0,4.0,27.0,36.0,224.0,26.0,98.0,False
6385,8.0,3.0,3.0,1.0,51.0,62.0,399.0,44.0,93.0,False
6386,7.0,3.0,2.0,4.0,21.0,33.0,181.0,15.0,23.0,False
6387,14.0,2.0,0.0,3.0,27.0,31.0,177.0,22.0,38.0,False
6388,9.0,1.0,4.0,2.0,26.0,37.0,255.0,18.0,65.0,False
6389,11.0,1.0,2.0,1.0,31.0,40.0,281.0,29.0,69.0,False
6390,12.0,0.0,1.0,3.0,29.0,45.0,265.0,28.0,116.0,False
6391,25.0,0.0,3.0,5.0,20.0,29.0,205.0,19.0,59.0,False
6392,20.0,5.0,0.0,0.0,22.0,30.0,253.0,17.0,42.0,False
6393,6.0,2.0,1.0,4.0,27.0,38.0,221.0,18.0,21.0,False
6394,4.0,0.0,1.0,0.0,30.0,38.0,154.0,23.0,30.0,False
6396,7.0,1.0,0.0,1.0,50.0,67.0,378.0,48.0,118.0,False
6397,6.0,2.0,1.0,3.0,28.0,39.0,395.0,28.0,83.0,False
6398,0.0,0.0,0.0,1.0,41.0,45.0,279.0,32.0,153.0,True
6400,4.0,0.0,1.0,3.0,13.0,18.0,177.0,8.0,10.0,False
6402,8.0,3.0,2.0,4.0,24.0,35.0,283.0,13.0,21.0,False
6403,9.0,0.0,2.0,1.0,13.0,22.0,139.0,8.0,19.0,False
6404,6.0,3.0,1.0,3.0,25.0,32.0,181.0,14.0,3.0,False
6405,3.0,0.0,3.0,3.0,19.0,28.0,210.0,13.0,68.0,False
6406,6.0,1.0,4.0,1.0,28.0,36.0,306.0,21.0,61.0,False
6407,4.0,2.0,1.0,1.0,14.0,23.0,37.0,8.0,11.0,False
6408,2.0,1.0,1.0,1.0,16.0,30.0,172.0,11.0,21.0,False
6409,5.0,2.0,2.0,0.0,22.0,32.0,252.0,16.0,50.0,True
6410,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,False
6417,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,False
6418,24.0,5.0,5.0,2.0,37.0,54.0,337.0,38.0,137.0,False
6419,14.0,4.0,2.0,4.0,18.0,41.0,288.0,13.0,57.0,False
6420,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,False
6422,11.0,0.0,2.0,1.0,17.0,24.0,94.0,19.0,16.0,True
6423,2.0,0.0,1.0,0.0,7.0,9.0,13.0,11.0,59.0,False
6424,5.0,0.0,0.0,0.0,17.0,20.0,75.0,22.0,156.0,False
6425,1.0,0.0,0.0,1.0,5.0,5.0,4.0,6.0,22.0,False
6426,13.0,1.0,0.0,2.0,25.0,36.0,81.0,41.0,274.0,False
6427,17.0,0.0,0.0,0.0,34.0,50.0,173.0,50.0,185.0,False
6431,25.0,4.0,2.0,0.0,24.0,39.0,70.0,38.0,197.0,False
6432,44.0,1.0,1.0,0.0,8.0,10.0,32.0,14.0,25.0,False
6433,9.0,1.0,1.0,0.0,27.0,31.0,44.0,37.0,141.0,False
6434,13.0,2.0,1.0,0.0,40.0,51.0,82.0,54.0,364.0,False
6436,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,33.0,False
6437,14.0,0.0,2.0,3.0,16.0,20.0,59.0,16.0,72.0,False
6438,17.0,1.0,0.0,0.0,29.0,38.0,76.0,38.0,97.0,False
6439,20.0,3.0,1.0,2.0,12.0,19.0,20.0,17.0,44.0,False
6440,53.0,1.0,1.0,2.0,17.0,27.0,65.0,29.0,96.0,False
6441,27.0,0.0,3.0,1.0,22.0,25.0,12.0,32.0,65.0,False
6442,20.0,0.0,0.0,1.0,31.0,38.0,86.0,39.0,123.0,False
6443,11.0,0.0,0.0,0.0,6.0,8.0,10.0,10.0,48.0,False
6444,8.0,1.0,1.0,0.0,3.0,3.0,18.0,4.0,3.0,False
6447,15.0,2.0,1.0,4.0,10.0,16.0,49.0,19.0,25.0,False
6448,3.0,0.0,0.0,1.0,13.0,16.0,7.0,13.0,24.0,False
6449,15.0,2.0,0.0,0.0,14.0,20.0,57.0,21.0,40.0,False
6451,8.0,1.0,0.0,0.0,11.0,15.0,24.0,16.0,78.0,False
6452,12.0,0.0,1.0,1.0,21.0,23.0,25.0,19.0,66.0,False
6453,16.0,1.0,0.0,0.0,29.0,33.0,39.0,29.0,82.0,False
6454,18.0,2.0,0.0,1.0,60.0,75.0,345.0,81.0,437.0,False
6455,19.0,2.0,1.0,0.0,34.0,43.0,307.0,47.0,205.0,False
6456,7.0,3.0,3.0,2.0,57.0,74.0,356.0,68.0,268.0,False
6457,18.0,1.0,0.0,0.0,32.0,50.0,154.0,52.0,315.0,False
6458,18.0,1.0,0.0,1.0,48.0,58.0,268.0,68.0,310.0,True
6459,16.0,1.0,1.0,1.0,36.0,52.0,235.0,53.0,262.0,False
6460,32.0,1.0,0.0,1.0,44.0,59.0,282.0,48.0,185.0,False
6462,8.0,1.0,1.0,2.0,41.0,51.0,196.0,57.0,291.0,False
6463,0.0,0.0,0.0,1.0,13.0,15.0,54.0,14.0,116.0,False
6464,15.0,3.0,0.0,1.0,73.0,98.0,501.0,84.0,439.0,False
6465,14.0,2.0,2.0,3.0,27.0,37.0,190.0,43.0,136.0,False
6466,13.0,0.0,0.0,0.0,32.0,43.0,380.0,42.0,184.0,False
6467,12.0,1.0,0.0,0.0,30.0,44.0,198.0,45.0,182.0,False
6468,13.0,0.0,1.0,2.0,30.0,55.0,170.0,56.0,225.0,True
6469,16.0,0.0,0.0,1.0,29.0,37.0,78.0,35.0,59.0,False
6470,10.0,2.0,0.0,0.0,9.0,14.0,77.0,12.0,44.0,False
6471,19.0,2.0,0.0,1.0,44.0,52.0,129.0,58.0,304.0,False
6472,5.0,0.0,0.0,0.0,21.0,25.0,106.0,32.0,114.0,False
6473,25.0,1.0,0.0,2.0,35.0,44.0,189.0,45.0,241.0,False
6474,22.0,0.0,0.0,1.0,64.0,71.0,281.0,79.0,256.0,False
6475,21.0,2.0,1.0,1.0,35.0,43.0,153.0,46.0,138.0,False
6476,8.0,0.0,2.0,1.0,45.0,59.0,161.0,61.0,263.0,False
6477,17.0,1.0,0.0,2.0,44.0,49.0,136.0,55.0,135.0,False
6478,29.0,2.0,0.0,1.0,45.0,57.0,190.0,50.0,218.0,False
6479,12.0,0.0,0.0,0.0,25.0,31.0,155.0,31.0,147.0,False
6480,31.0,1.0,1.0,4.0,59.0,70.0,182.0,78.0,192.0,False
6481,17.0,0.0,0.0,0.0,64.0,71.0,321.0,70.0,182.0,False
6482,19.0,1.0,1.0,0.0,19.0,24.0,47.0,19.0,40.0,False
6483,24.0,1.0,0.0,0.0,41.0,52.0,147.0,59.0,215.0,False
6484,10.0,1.0,1.0,0.0,39.0,43.0,110.0,50.0,155.0,False
6487,15.0,3.0,3.0,2.0,15.0,20.0,100.0,6.0,36.0,False
6488,18.0,1.0,1.0,3.0,51.0,66.0,225.0,51.0,205.0,False
6489,7.0,4.0,2.0,2.0,55.0,66.0,290.0,54.0,73.0,False
6490,12.0,2.0,1.0,1.0,33.0,40.0,171.0,26.0,57.0,False
6491,14.0,0.0,1.0,3.0,46.0,58.0,221.0,49.0,215.0,False
6492,11.0,1.0,2.0,1.0,16.0,27.0,86.0,21.0,59.0,False
6493,10.0,4.0,0.0,0.0,48.0,56.0,320.0,50.0,136.0,False
6494,17.0,0.0,1.0,4.0,34.0,45.0,193.0,30.0,46.0,False
6495,10.0,0.0,1.0,2.0,26.0,37.0,124.0,18.0,26.0,False
6496,16.0,1.0,0.0,0.0,56.0,67.0,312.0,46.0,121.0,False
6498,9.0,0.0,1.0,4.0,34.0,40.0,127.0,33.0,95.0,False
6499,4.0,0.0,1.0,2.0,48.0,55.0,271.0,37.0,51.0,False
6500,17.0,2.0,2.0,1.0,28.0,39.0,148.0,28.0,36.0,False
6502,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,False
6508,14.0,2.0,1.0,2.0,56.0,63.0,216.0,40.0,72.0,False
6510,3.0,1.0,2.0,2.0,59.0,65.0,212.0,50.0,195.0,False
6511,6.0,0.0,0.0,0.0,20.0,26.0,83.0,18.0,27.0,True
6512,6.0,1.0,1.0,3.0,24.0,31.0,120.0,27.0,64.0,False
6513,8.0,4.0,0.0,0.0,25.0,35.0,93.0,22.0,24.0,False
6514,9.0,1.0,2.0,0.0,45.0,54.0,338.0,44.0,272.0,False
6515,9.0,4.0,1.0,1.0,61.0,70.0,476.0,53.0,250.0,False
6516,14.0,3.0,4.0,2.0,36.0,43.0,300.0,24.0,83.0,False
6517,11.0,5.0,5.0,1.0,34.0,40.0,298.0,29.0,76.0,False
6518,15.0,0.0,2.0,3.0,71.0,79.0,491.0,64.0,340.0,False
6519,5.0,0.0,2.0,1.0,38.0,51.0,341.0,23.0,86.0,False
6520,2.0,3.0,3.0,4.0,84.0,93.0,508.0,76.0,235.0,False
6521,4.0,1.0,0.0,3.0,66.0,74.0,459.0,63.0,399.0,False
6522,13.0,4.0,0.0,3.0,77.0,82.0,438.0,63.0,172.0,False
6523,1.0,0.0,0.0,0.0,89.0,91.0,676.0,69.0,173.0,False
6524,8.0,2.0,0.0,0.0,50.0,60.0,373.0,40.0,150.0,True
6525,8.0,0.0,2.0,1.0,58.0,66.0,421.0,54.0,89.0,False
6526,5.0,1.0,5.0,1.0,72.0,88.0,464.0,64.0,303.0,True
6527,6.0,2.0,0.0,0.0,100.0,102.0,692.0,83.0,406.0,False
6528,4.0,2.0,0.0,4.0,43.0,58.0,392.0,44.0,321.0,False
6529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
6530,9.0,1.0,3.0,1.0,24.0,32.0,244.0,21.0,39.0,False
6531,9.0,2.0,1.0,0.0,110.0,119.0,719.0,92.0,423.0,False
6532,7.0,1.0,3.0,2.0,154.0,160.0,1247.0,139.0,355.0,False
6533,1.0,0.0,1.0,0.0,3.0,4.0,51.0,3.0,40.0,False
6534,2.0,0.0,2.0,1.0,43.0,54.0,298.0,25.0,40.0,False
6535,8.0,4.0,1.0,2.0,56.0,64.0,484.0,40.0,101.0,False
6536,1.0,1.0,0.0,0.0,1.0,1.0,61.0,1.0,0.0,False
6538,7.0,1.0,0.0,2.0,59.0,73.0,290.0,55.0,128.0,False
6539,1.0,0.0,2.0,0.0,68.0,79.0,592.0,63.0,303.0,True
6540,11.0,0.0,1.0,2.0,11.0,13.0,28.0,9.0,9.0,False
6541,23.0,3.0,2.0,1.0,38.0,52.0,156.0,46.0,126.0,False
6542,14.0,3.0,1.0,1.0,22.0,39.0,175.0,27.0,114.0,False
6543,43.0,7.0,3.0,4.0,34.0,41.0,217.0,39.0,135.0,False
6544,6.0,3.0,2.0,3.0,31.0,44.0,246.0,35.0,149.0,False
6545,27.0,4.0,1.0,2.0,55.0,64.0,326.0,64.0,311.0,False
6546,4.0,6.0,3.0,4.0,23.0,37.0,154.0,32.0,124.0,False
6547,4.0,1.0,0.0,1.0,18.0,22.0,93.0,16.0,30.0,False
6548,6.0,1.0,0.0,0.0,23.0,25.0,61.0,23.0,122.0,True
6549,3.0,0.0,1.0,0.0,26.0,32.0,134.0,27.0,87.0,False
6550,13.0,3.0,1.0,2.0,51.0,63.0,402.0,60.0,170.0,False
6551,26.0,4.0,3.0,3.0,37.0,43.0,145.0,42.0,166.0,False
6552,23.0,5.0,5.0,4.0,40.0,44.0,205.0,29.0,78.0,False
6553,26.0,2.0,2.0,3.0,56.0,65.0,229.0,61.0,141.0,False
6554,6.0,4.0,5.0,6.0,26.0,40.0,193.0,32.0,82.0,False
6555,3.0,1.0,1.0,0.0,8.0,9.0,38.0,9.0,31.0,False
6556,4.0,0.0,2.0,0.0,24.0,30.0,209.0,31.0,126.0,False
6558,2.0,1.0,1.0,1.0,8.0,8.0,45.0,7.0,5.0,False
6560,14.0,4.0,0.0,3.0,46.0,56.0,158.0,52.0,90.0,False
6561,3.0,0.0,0.0,1.0,5.0,5.0,15.0,7.0,15.0,False
6564,17.0,0.0,2.0,4.0,34.0,42.0,208.0,48.0,80.0,False
6565,1.0,0.0,0.0,0.0,5.0,5.0,20.0,7.0,3.0,False
6568,1.0,0.0,1.0,1.0,7.0,10.0,81.0,9.0,28.0,True
6569,0.0,0.0,0.0,0.0,10.0,13.0,10.0,13.0,24.0,False
6572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
6591,0.0,1.0,0.0,1.0,2.0,5.0,4.0,6.0,16.0,False
6592,7.0,0.0,1.0,1.0,25.0,37.0,188.0,31.0,59.0,False
6593,15.0,0.0,0.0,1.0,14.0,21.0,52.0,17.0,80.0,False
6597,7.0,2.0,0.0,0.0,10.0,13.0,9.0,10.0,14.0,False
6599,8.0,1.0,0.0,0.0,6.0,12.0,23.0,7.0,15.0,False
6611,14.0,5.0,2.0,1.0,19.0,34.0,47.0,18.0,60.0,False
6613,1.0,0.0,0.0,0.0,6.0,9.0,25.0,1.0,4.0,False
6615,4.0,0.0,0.0,0.0,5.0,8.0,21.0,0.0,0.0,False
6617,0.0,0.0,0.0,1.0,3.0,5.0,37.0,0.0,0.0,False
6618,2.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,2.0,False
6619,2.0,0.0,0.0,1.0,2.0,5.0,9.0,6.0,1.0,False
6621,3.0,0.0,0.0,0.0,4.0,10.0,0.0,3.0,5.0,False
6622,1.0,0.0,0.0,1.0,4.0,12.0,12.0,3.0,6.0,False
6623,4.0,0.0,0.0,1.0,6.0,8.0,39.0,3.0,2.0,False
6624,4.0,0.0,0.0,0.0,6.0,7.0,25.0,4.0,7.0,False
6625,9.0,0.0,1.0,4.0,19.0,41.0,25.0,16.0,20.0,False
6626,12.0,0.0,0.0,1.0,28.0,44.0,71.0,23.0,36.0,False
6627,7.0,0.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,False
6628,4.0,0.0,0.0,1.0,23.0,38.0,41.0,14.0,27.0,False
6629,6.0,0.0,0.0,0.0,23.0,36.0,67.0,20.0,42.0,False
6630,9.0,0.0,0.0,1.0,31.0,42.0,119.0,25.0,56.0,False
6631,6.0,0.0,0.0,0.0,30.0,45.0,134.0,23.0,15.0,False
6633,1.0,0.0,0.0,2.0,15.0,31.0,21.0,17.0,9.0,False
6634,6.0,0.0,1.0,0.0,17.0,23.0,28.0,14.0,2.0,False
6635,3.0,0.0,0.0,0.0,4.0,8.0,41.0,1.0,7.0,False
6636,4.0,0.0,0.0,0.0,6.0,11.0,47.0,6.0,2.0,False
6637,12.0,0.0,0.0,0.0,20.0,31.0,91.0,18.0,7.0,False
6638,5.0,0.0,0.0,0.0,11.0,18.0,56.0,11.0,28.0,False
6639,10.0,0.0,1.0,0.0,3.0,6.0,8.0,3.0,0.0,False
